,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,Project Area,Project Size,Launch Date,About,images,Rera Id
74,Elated Khushvista Phase 1,"Near Corinthians Club Mohammadwadi, Pune",2 BHK Apartment,"Dec, 2024",Price on request,713.00 sq.ft. - 715.00 sq.ft.,1.02 Acres,1 Building - 103 units,"Sep, 2021","KhushVista is an amalgamation of three pioneers – Stone Capital, Porwal Developers, and Chandan Group. With our legacies rooted in trust, diligence, and quality, we came together to redefine the landscape of real estate in Pune by building projects which would be the benchmarks of construction and design excellence. On this journey of creating exceptional homes, we bring decades of expertise in construction, interior designing, flooring, and furnishing","['https://is1-2.housingcdn.com/4f2250e8/42741e162f14db4157fd823eccd528b5/v0/_p/elated_khushvista_phase_1-mohammed_wadi-pune-elated_housing_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/42741e162f14db4157fd823eccd528b5/v0/large/elated_khushvista_phase_1-mohammed_wadi-pune-elated_housing_llp.jpeg', 'https://is1-3.housingcdn.com/012c1500/566c6b1c1112a1d93fb69a44744c5043/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/66b9aca67661984bad0bc7cda3105b2a/v0/_p.jpeg']",
75,Atria Dhanashree Aangan,"S.No. 2/2/1, 1/1, Off Nyati Estate Road, Pune",2 BHK Apartment,Ready to Move,3.60 K/sq.ft,1013.00 sq.ft. - 1101.00 sq.ft.,,2 Buildings - 60 units,"Nov, 2012","Offering contemporary urban lifestyle at its best Dhanashree Aangan ensures that your dream come true. Discover comfort, happiness and contentment at Dhanashree Aangan with no compromise in space and privacy. Tastefully designed and architecturally planned, this trendsetting and unique creation is a delight to your eye. Allowing you t experience a kind of experience which you have always desired, this opulent residential project is strategically located away from the city yet within the boundaries so that you can breathe fresh air and feel natural light at its best with a feel of tranquility.","['https://is1-2.housingcdn.com/4f2250e8/cd07df12826204aaf3a2e7d1e30a91d3/v5/_p/atria_dhanashree_aangan-handewadi-pune-atria_constructions.jpg', 'https://is1-2.housingcdn.com/4f2250e8/cd07df12826204aaf3a2e7d1e30a91d3/v5/large/atria_dhanashree_aangan-handewadi-pune-atria_constructions.jpg', 'https://is1-3.housingcdn.com/91aba65c/e37b7bb7745e3a0c20be8c8d83e331e6/v8/_p.jpg', 'https://is1-3.housingcdn.com/91aba65c/8475c9057bb59f6e81f96ff9cf67c068/v8/_p.jpg']",
76,Tulsi Shakuntla Kanade Nagar,"Near Undri, Pune, Pune","2, 3 BHK Apartments",Ready to Move,4.30 K/sq.ft,1077.00 sq.ft. - 1634.00 sq.ft.,2 Acres,3 Buildings - 126 units,"May, 2014","The spacious Apartment at Tulsi Shakuntla Kanade Nagar comes with many modern amenities including Rainwater Harvesting, 24x7 Security, Children's Play Area, Swimming Pool and Gymnasium. The Apartment size starts from 693.3 sq ft. Undri is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/767a96ca64e2bea241cc1fb61ad65ba1/v7/_p/tulsi_shakuntla_kanade_nagar-undri-pune-tulsi_developers.jpg', 'https://is1-2.housingcdn.com/4f2250e8/767a96ca64e2bea241cc1fb61ad65ba1/v7/large/tulsi_shakuntla_kanade_nagar-undri-pune-tulsi_developers.jpg', 'https://is1-3.housingcdn.com/012c1500/4b4ed5e5c239a17e4a7949bc9e7c7b82/v6/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/6e2789e20d14e8e1d6df55ef05f1b0ed/v6/_p.jpg']",
77,Seven Hills Vaishnavi City Phase II,"Sr. No. 23/1/2/3, Behind JSPM Engineering College, Hadapsar, Handewadi Road, Near Cygnet School, Uruli Devachi, Pune","1 RK, 1, 2 BHK Apartments","May, 2022",Price on request,272.00 sq.ft. - 517.00 sq.ft.,5 Acres,7 Buildings - 619 units,"Jan, 2016","Seven Hills Vaishnavi City Phase II is an under-construction housing project that features residential 1BHK and 2BHK apartments for sale in Uruli Kanchan, Pune. In terms of carpet area, it provides options ranging from 272 square foot to 517 square foot and the site sprawls across 4.96 acres of land.There are many modern lifestyle amenities included with the complex like landscaped gardens, sewerage systems, rainwater harvesting, and more.The Flipp'D Burgers and De' Kettle Cafe are two famous restaurants in this region and there are many civic amenities within the vicinity such as banks/ATMs, hospitals, schools, and parks.","['https://is1-2.housingcdn.com/4f2250e8/ddf98b6cbf4ba93c635881f0be81747a/v0/_p/seven_hills_vaishnavi_city_phase_ii-handewadi-pune-vaishnavi_mahila_unnati_sanstha.jpg', 'https://is1-2.housingcdn.com/4f2250e8/ddf98b6cbf4ba93c635881f0be81747a/v0/large/seven_hills_vaishnavi_city_phase_ii-handewadi-pune-vaishnavi_mahila_unnati_sanstha.jpg', 'https://img.youtube.com/vi/RM830H1gGqk/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/1a323e32e4edad753ec4891f4f376a2a/v0/_p.jpg']",
78,The GEN Meraki,"Pashan, Pune","2, 3 BHK Apartments","Dec, 2024",10.90 K/sq.ft,915.00 sq.ft. - 1408.00 sq.ft.,0.95 Acres,1 Building - 94 units,,"Pune's residential project, The GEN Meraki is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Pashan. It is a Under Construction project by The GEN Group Of Constructions. The GEN Meraki is set in an area of 0.95 Acres and is complete with various modern-day amenities. As per the area plan, units are in the size range of 915.0 - 1408.0 sq.ft.. There are 94 units in The GEN Meraki. There is 1 building. The GEN Meraki is located in Pashan. Other provisions include access to Energy management, Landscaping & Tree Planting, Storm Water Drains. Own a home in The GEN Meraki today!. The GEN Meraki is a RERA registered project with ID P52100030495. Pashan is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/94d23eef31dfd98c3c9ef7cf38f1fef9/v0/_p/the_gen_meraki-pashan-pune-the_gen_group_of_constructions.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/94d23eef31dfd98c3c9ef7cf38f1fef9/v0/large/the_gen_meraki-pashan-pune-the_gen_group_of_constructions.jpeg', 'https://is1-3.housingcdn.com/012c1500/15a02e123aba9738111498d84c0b517d/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/35a5aa188b741219743f62e0c1c18911/v0/_p.jpeg']",
79,Nanded City Pune Rhythm I II III,"Nanded City, Sinhagad Road, Pune",Residential Plots,"Sep, 2024",Price on request,2400.00 sq.ft. - 5234.00 sq.ft.,26 Acres,,,"Virtually like an island surrounded by the river, the stream and the canal, the plot project in Nanded City, Pune is a distinctive location within the larger township. The 32 acres of prime land is distributed into 3 sectors - Rhythm I, II and III. Extremely ideal for family bungalows, these plots on the western edge of Pune city receive fresh breeze throughout the year. Construct your aesthetically beautiful premium bungalow in secured environment, controlled by 24x7 security. The traffic calming measures and distinct cycle tracks along with peaceful surroundings, makes living here more at ease.- Your plot within a 700 Acre Township Project - Benefits of living within Nanded City, Pune - Peaceful, Pollution-free and soothing environment - A fantastic Riverside location - Scenic Location with Mountain views - Secured and High-Class Living - In vicinity of Khadakwasla Dam - Exclusive 32 Acre Club Harmony Membership *Club Membership extra payable on demand","['https://is1-3.housingcdn.com/4f2250e8/fb402a0d02977d82b1eef87c1e248be9/v0/_p/nanded_city_pune_rhythm_i_ii_iii-nanded-pune-nanded_city_development__construction_co_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/fb402a0d02977d82b1eef87c1e248be9/v0/large/nanded_city_pune_rhythm_i_ii_iii-nanded-pune-nanded_city_development__construction_co_ltd.jpeg', 'https://is1-2.housingcdn.com/012c1500/0cfe06315301360d87c75099e14b726c/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/1586c3b8fca598f68e2ff119a49e86b4/v0/_p.jpeg']",
80,Amar Landmark,"Survey No 19/A/2B, CTS No 578 Part At Pashan, Pashan Road, Pune",4 BHK Apartment,"Jun, 2023",Price on request,2861.00 sq.ft. - 2891.00 sq.ft.,2 Acres,2 Buildings - 64 units,"Jul, 2018","There are various amenities in Amar Landmark with Landscaped Garden, Power Backup, Gymnasium and Swimming Pool to name a few. Located close to prominent suburbs of Pune, the area of Pune District has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/d52bfdf9cad8a88caaa5822ae68fac4e/v0/_p/amar_landmark-pashan-pune-amar_builders.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/d52bfdf9cad8a88caaa5822ae68fac4e/v0/large/amar_landmark-pashan-pune-amar_builders.jpeg', 'https://img.youtube.com/vi/DGHdOhD-tcM/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/1bb0e10bd7dc877679e5244103519edb/v0/_p.jpg']",
81,KJ Tower,"Off Mumbai-Bangalore Highway Near Mai Mageshkar Hospital, Warje, Pune","2, 3 BHK Apartments","Sep, 2023",Price on request,779.00 sq.ft. - 1108.00 sq.ft.,1 Acres,4 Buildings - 160 units,,"KJ Tower, coming up in the Warje are of Pune city is an under-construction project by KJ Jadhav that is spread over an area of 1.37 acres. The project has 176, 2BHK apartments spread across 4 buildings on offer. The total area of each flat is 440 square foot in size. The possession date for these apartments is slated to be in Mach 2023.Some of the amenities that are available to residents include landscaping and tree planting, closed car parking, solid waste management and rainwater harvesting.Kulkarni Hospital, Shanu Patel High School and Mahatma Udyan Park are located within a 2.5 kilometre radius.","['https://is1-2.housingcdn.com/4f2250e8/88a8d405932c653e9a1823c21828c57a/v0/_p/kj_tower-warje-pune-kj_jadhav.jpg', 'https://is1-2.housingcdn.com/4f2250e8/88a8d405932c653e9a1823c21828c57a/v0/large/kj_tower-warje-pune-kj_jadhav.jpg', 'https://is1-3.housingcdn.com/012c1500/a686eeeb19b28ce00ae63c1b6b499581/v0/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/0bbd043215464688f2dc15194cf2260c/v0/_p.jpg']",
82,Kumar Privie Sanctum A1 And B1,"Ivory Estate, Ward No. 8, Baner, Pashan Road, Pune","3.5, 4.5 BHK Apartments","May, 2021",Price on request,1611.00 sq.ft. - 2263.00 sq.ft.,1 Acres,2 Buildings - 60 units,"Oct, 2013","KUMAR SANCTUM is a perfect place for a sociable lifestyle. You can experience the grandeur of Kumar Sanctum in the upscale locale of Baner at Ivory Estate. The plush spaces here promise to redefine the serenity & positivity that you’re bound to experience, aiming to take your peace of mind a few notches higher. Two towers stand tall, with 3.5 & 4.5 bedroom apartments giving you unparalleled views, ample natural light & ventilation.","['https://is1-2.housingcdn.com/4f2250e8/8f633f8a61797f2eb230e77706231816/v0/_p/kumar_privie_sanctum_a1_and_b1-pashan-pune-kumar_privie.jpg', 'https://is1-2.housingcdn.com/4f2250e8/8f633f8a61797f2eb230e77706231816/v0/large/kumar_privie_sanctum_a1_and_b1-pashan-pune-kumar_privie.jpg', 'https://img.youtube.com/vi/SGozJn0Yjbg/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/d9038c5d98d6ee05fea26d0af7218158/v0/_p.jpeg']",
83,Chordia Solitaire Homes Pashan,"Cts. No. 672 To 681 And 708, S. No. 146/3A/3B/1, Plot No. 2, Pashan, Pashan Road, Pune","2 BHK Apartment, Studio Apartment","Jun, 2023",10.99 K/sq.ft,635.00 sq.ft. - 644.00 sq.ft.,1 Acres,3 Buildings - 120 units,"Apr, 2019","Solitaire Homes Pashan is a premium quality residential building developed by the reputed Chordia Group and is located in Pashan of Pune. This project is currently under construction and possession have been scheduled on December 2022. It covers a total area of 0.79 acres and is going to offer you with apartments having 1 and 2BHK configuration. All the apartments are spacious enough to accommodate different types of families. It is also located near to the important places in the city so you are going to enjoy some locational advantages well. Apart from smooth road connectivity, it is going to provide you with schools, restaurants, hospitals, banks and many more in close proximity from this place. One will have to travel 10.32 km in order to visit the Pune International Airport.The project has been meticulously planned and perfectly incorporated with all the key amenities like lift, power supply, water supply, security and many more. It will promote the modern-day lifestyle and is an ideal choice for urban residents. The prices of the apartment are extremely affordable and hence you can opt for the site visit today.","['https://is1-3.housingcdn.com/4f2250e8/8b93d08e6590b475f8c0a28493e6ab28/v0/_p/chordia_solitaire_homes_pashan-pashan-pune-chordia_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/8b93d08e6590b475f8c0a28493e6ab28/v0/large/chordia_solitaire_homes_pashan-pashan-pune-chordia_group.jpeg', 'https://img.youtube.com/vi/NLZ_bIbWyFo/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/997581e620d01b2e76c6ed3acc75183a/v0/_p.png']",
84,Chordia Solitaire Homes Pashan,"Cts. No. 672 To 681 And 708, S. No. 146/3A/3B/1, Plot No. 2, Pashan, Pashan Road, Pune","2 BHK Apartment, Studio Apartment","Jun, 2023",10.99 K/sq.ft,635.00 sq.ft. - 644.00 sq.ft.,1 Acres,3 Buildings - 120 units,"Apr, 2019","Solitaire Homes Pashan is a premium quality residential building developed by the reputed Chordia Group and is located in Pashan of Pune. This project is currently under construction and possession have been scheduled on December 2022. It covers a total area of 0.79 acres and is going to offer you with apartments having 1 and 2BHK configuration. All the apartments are spacious enough to accommodate different types of families. It is also located near to the important places in the city so you are going to enjoy some locational advantages well. Apart from smooth road connectivity, it is going to provide you with schools, restaurants, hospitals, banks and many more in close proximity from this place. One will have to travel 10.32 km in order to visit the Pune International Airport.The project has been meticulously planned and perfectly incorporated with all the key amenities like lift, power supply, water supply, security and many more. It will promote the modern-day lifestyle and is an ideal choice for urban residents. The prices of the apartment are extremely affordable and hence you can opt for the site visit today.","['https://is1-3.housingcdn.com/4f2250e8/8b93d08e6590b475f8c0a28493e6ab28/v0/_p/chordia_solitaire_homes_pashan-pashan-pune-chordia_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/8b93d08e6590b475f8c0a28493e6ab28/v0/large/chordia_solitaire_homes_pashan-pashan-pune-chordia_group.jpeg', 'https://img.youtube.com/vi/NLZ_bIbWyFo/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/997581e620d01b2e76c6ed3acc75183a/v0/_p.png']",
85,KJ Tower,"Off Mumbai-Bangalore Highway Near Mai Mageshkar Hospital, Warje, Pune","2, 3 BHK Apartments","Sep, 2023",Price on request,779.00 sq.ft. - 1108.00 sq.ft.,1 Acres,4 Buildings - 160 units,,"KJ Tower, coming up in the Warje are of Pune city is an under-construction project by KJ Jadhav that is spread over an area of 1.37 acres. The project has 176, 2BHK apartments spread across 4 buildings on offer. The total area of each flat is 440 square foot in size. The possession date for these apartments is slated to be in Mach 2023.Some of the amenities that are available to residents include landscaping and tree planting, closed car parking, solid waste management and rainwater harvesting.Kulkarni Hospital, Shanu Patel High School and Mahatma Udyan Park are located within a 2.5 kilometre radius.","['https://is1-2.housingcdn.com/4f2250e8/88a8d405932c653e9a1823c21828c57a/v0/_p/kj_tower-warje-pune-kj_jadhav.jpg', 'https://is1-2.housingcdn.com/4f2250e8/88a8d405932c653e9a1823c21828c57a/v0/large/kj_tower-warje-pune-kj_jadhav.jpg', 'https://is1-3.housingcdn.com/012c1500/a686eeeb19b28ce00ae63c1b6b499581/v0/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/0bbd043215464688f2dc15194cf2260c/v0/_p.jpg']",
86,Puravankara Aspire,"Near Ambrosia Resort and Spa, Bavdhan, Paud Road, Pune","2, 3 BHK Apartments","Dec, 2022",Price on request,1180.00 sq.ft. - 1805.00 sq.ft.,2.64 Acres,2 Buildings - 236 units,"Jun, 2019","For young real estate buyers looking to possess a premium quality real estate set piece to their name, Saarthi Group presents Skyridge. Located in Bavdhan, the real estate project offers young working professionals and nuclear families a chance to experience life in a posh residential suburb of Pune. Bavdhan offers every imaginable amenity that you can ask for when you live in one of the most happening, upstanding residential localities of Pune.The project in itself offers apartment flats of different specifications at a competitive price. The floor planning and design competes fiercely with the quality of home build exhibited by other residential projects in the vicinity. Home owners in this project shall be delighted to know about the slew of facilities they can avail when they reside here.There is open as well as closed car parking within the compound for the residents. Flat owners who like their recreational space can enjoy the garden space within the boundaries of the complex. The project is located in a locality mostly inhabited by residents below the average age of 40, and offers access to malls, markets, hospitals, banks, etc.","['https://is1-2.housingcdn.com/4f2250e8/ed374c538d4f157ab9bb07103a36d96a/v0/_p/puravankara_aspire-bavdhan-pune-puravankara_limited.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/ed374c538d4f157ab9bb07103a36d96a/v0/large/puravankara_aspire-bavdhan-pune-puravankara_limited.jpeg', 'https://img.youtube.com/vi/bmd5pA8uoPw/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/6b75ccf97b557b2d6a054f526aee16f9/v0/_p.jpeg']",
87,Goel Ganga Legend A2 And B4,"Sr No. 305P, 306P And 339P, Bavdhan, Pashan Road, Pune","2, 3 BHK Apartments","Jun, 2027",13.36 K/sq.ft,573.00 sq.ft. - 955.00 sq.ft.,2 Acres,4 Buildings - 356 units,"May, 2019","Developed at the heart of Bavdhan in Pune, Ganga Legend A2 And B4 is a newly launched project by Goel Ganga Developers that is scheduled for completion by December 2026. You would find a total of multiple living units here and are spacious, open and comes with all-round amenities that would make your life more convenient and comfortable. The property is spread over an area of 1.86 acres and consists of 1BHK, 2BHK and 3BHK apartments that come with a carpet area ranging between 359 sq ft. and 955 sq. ft. The property is located in Bavdhan in Pune, thus you would get easy access to all the major parts of the city without any problem. If you have to travel quite often then that would also be easy as Hadapsar Airport is at a distance of 18.68 km from the property. The neighbourhood is also equipped with all-round infrastructures that would make your daily life quite convenient. In case you wish to check out the flats, do book for a site visit and explore the options.","['https://is1-3.housingcdn.com/4f2250e8/8fe37e0c510e6a2d48841dcaa36452a9/v0/_p/goel_ganga_legend_a2_and_b4-bavdhan-pune-goel_ganga_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/8fe37e0c510e6a2d48841dcaa36452a9/v0/large/goel_ganga_legend_a2_and_b4-bavdhan-pune-goel_ganga_group.jpeg', 'https://is1-2.housingcdn.com/012c1500/1c0f08384c742fa1f9d3e1e25d14fab1/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/46f9367e7d9b51d1d54410bc9b9fefb3/v0/_p.jpeg']",
88,Shapoorji Vanaha,"Bavdhan, Pashan Road, Pune","2, 2.5, 4 BHK Apartments","Mar, 2025",7.14 K/sq.ft,774.00 sq.ft. - 2100.00 sq.ft.,,,,"Shapoorji Pallonji Real Estate has lauched Shapoorji Vanaha in Bavdhan, Pune. The address of Shapoorji Vanaha is Bavdhan.Enjoy a host of facilities at Shapoorji Vanaha which includes Rainwater Harvesting, Power Backup. The property is equipped with Fire Sprinklers. Own a home in Shapoorji Vanaha today!.This project has been developed by Shapoorji Pallonji Real Estate. Shapoorji Pallonji Real Estate is a reputed developer firm with experience in developing livable spaces for homebuyers since 1978.Bavdhan is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/d949abf48b85ec1bda9d503ddb8b578a/v0/_p/shapoorji_vanaha-bavdhan-pune-shapoorji_pallonji_real_estate.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/d949abf48b85ec1bda9d503ddb8b578a/v0/large/shapoorji_vanaha-bavdhan-pune-shapoorji_pallonji_real_estate.jpeg', 'https://img.youtube.com/vi/y3gfp8f4fm8/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/a1408d5524cd85eaaf3e3ff54efcb968/v0/_p.jpeg']",
89,Tejraaj Elevia,"Baner, Pune, Pune","1, 2, 3 BHK Apartments",Under Construction,8.82 K/sq.ft,578.00 sq.ft. - 991.00 sq.ft.,,2 Buildings - 232 units,,"Tejraaj Promoters and Builders have come up with this alluring project, Elevia located at a popular place Baner in Pune. The project is thoughtfully built by professionals in the field to offer you homes that are a perfect blend of traditional and modern features. Every minute details of the abode has been taken care of. This is a place you will really look forward to after a tiring day at workplace. Every occupant is bound to feel at peace and experience positivity during their stay here. There is something for everyone both young and old. Make an investment that will last you a lifetime by moving into Elevia by Tejraaj Promoters and Builders located at Baner in Pune.","['https://is1-3.housingcdn.com/4f2250e8/0311fc63dcaa3854ecf19e57358c4968/v0/_p/tejraaj_elevia-baner-pune-tejraaj_promoters__builders.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/0311fc63dcaa3854ecf19e57358c4968/v0/large/tejraaj_elevia-baner-pune-tejraaj_promoters__builders.jpeg', 'https://img.youtube.com/vi/m03c-Rg7ct0/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0419ecf8d77c5ff4ab7bb4b02312602c/v0/_p.jpeg']",
90,Puravankara Aspire,"Near Ambrosia Resort and Spa, Bavdhan, Paud Road, Pune","2, 3 BHK Apartments","Dec, 2022",Price on request,1180.00 sq.ft. - 1805.00 sq.ft.,2.64 Acres,2 Buildings - 236 units,"Jun, 2019","For young real estate buyers looking to possess a premium quality real estate set piece to their name, Saarthi Group presents Skyridge. Located in Bavdhan, the real estate project offers young working professionals and nuclear families a chance to experience life in a posh residential suburb of Pune. Bavdhan offers every imaginable amenity that you can ask for when you live in one of the most happening, upstanding residential localities of Pune.The project in itself offers apartment flats of different specifications at a competitive price. The floor planning and design competes fiercely with the quality of home build exhibited by other residential projects in the vicinity. Home owners in this project shall be delighted to know about the slew of facilities they can avail when they reside here.There is open as well as closed car parking within the compound for the residents. Flat owners who like their recreational space can enjoy the garden space within the boundaries of the complex. The project is located in a locality mostly inhabited by residents below the average age of 40, and offers access to malls, markets, hospitals, banks, etc.","['https://is1-2.housingcdn.com/4f2250e8/ed374c538d4f157ab9bb07103a36d96a/v0/_p/puravankara_aspire-bavdhan-pune-puravankara_limited.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/ed374c538d4f157ab9bb07103a36d96a/v0/large/puravankara_aspire-bavdhan-pune-puravankara_limited.jpeg', 'https://img.youtube.com/vi/bmd5pA8uoPw/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/6b75ccf97b557b2d6a054f526aee16f9/v0/_p.jpeg']",
91,Sanjay's Selenite,"14 / 1B/1, Near Hotel Green Park, Baner Road, Aundh, Pashan Road, Pune",2 BHK Apartment,Ready to Move,7.08 K/sq.ft,1482.00 sq.ft.,,1 Building - 50 units,"Jan, 2013","Sanjay’s Selenite is designed by keeping your needs and wants in the mind. This project offers you

what you want and what you wish to have in future. It is designed perfectly and fulfilled with

amenities. The added feature of Selenite is the superb specification it offers to your family, which is

combination of security and style. Selenite is developed in such a way that there is everything for every

member of the family, which makes it quite unique. It is located in a posh environment with peaceful

urban living, close to the prime life-enabling essentials yet away from the city’s bustling madness.

Selenite offers you the best by keeping your present and future in mind.","['https://is1-3.housingcdn.com/4f2250e8/283aa17291c24c34215f071e62251666/v5/_p/sanjay%27s_selenite-pashan-pune-sanjay_developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/283aa17291c24c34215f071e62251666/v5/large/sanjay%27s_selenite-pashan-pune-sanjay_developers.jpg', 'https://is1-2.housingcdn.com/91aba65c/ec7f9354346fcf488b50ca4ea379bfce/v8/_p.jpg', 'https://is1-2.housingcdn.com/91aba65c/8343bb8cb66b0b62798b942e0462b5d6/v8/_p.jpg']",
92,Amar Serenity,"Plot No. Survey No. 135/5, Plot No 2 At Pune (M Corp.), Baner-Pashan Link Road, Pune",3 BHK Apartment,"Dec, 2020",12.47 K/sq.ft,1003.00 sq.ft. - 1130.00 sq.ft.,2.92 Acres,4 Buildings - 246 units,"Jun, 2016","Amar Builders has lauched Amar Serenity in Pashan, Pune. The project was launched in July 2016. It offers Under Construction units. Popular configurations include 2 BHK, 3 BHK units. As per the area plan, units are in the size range of 768.76 - 1129.78 sq.ft.. There are 246 units in Amar Serenity. Overall, there are 4 buildings. The possession date of Amar Serenity is Dec, 2020. The address of Amar Serenity is Plot No. Survey No. 135/5, Plot No 2 At Pune (M Corp.).Enjoy a host of facilities at Amar Serenity which includes Lift, Gymnasium, Power Backup. Children have access to Children's Play Area, nearby apart from Swimming Pool, Sports Area. The property is equipped with Fire Fighting Systems. Other provisions include access to Landscaped Garden, Sewage Treatment Plant, Multipurpose Room. Own a home in Amar Serenity today!.This is a RERA registered project with RERA ID P52100001203 and fulfils all conditions placed by the state regulatory body.This project has been developed by Amar Builders. Amar Builders is a reputed developer firm with experience in developing livable spaces for homebuyers since 1979.Pashan is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/4cf0567cd0f6b7f40d5053d24b251299/v0/_p/amar_serenity-pashan-pune-amar_builders.jpg', 'https://is1-2.housingcdn.com/4f2250e8/4cf0567cd0f6b7f40d5053d24b251299/v0/large/amar_serenity-pashan-pune-amar_builders.jpg', 'https://img.youtube.com/vi/f_wIlDOXbZc/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/ceee7cb2bbcdac3ce535980d22e23bc5/v2/_p.jpg']",
93,Kumar Privie Sanctum A1 And B1,"Ivory Estate, Ward No. 8, Baner, Pashan Road, Pune","3.5, 4.5 BHK Apartments","May, 2021",Price on request,1611.00 sq.ft. - 2263.00 sq.ft.,1 Acres,2 Buildings - 60 units,"Oct, 2013","KUMAR SANCTUM is a perfect place for a sociable lifestyle. You can experience the grandeur of Kumar Sanctum in the upscale locale of Baner at Ivory Estate. The plush spaces here promise to redefine the serenity & positivity that you’re bound to experience, aiming to take your peace of mind a few notches higher. Two towers stand tall, with 3.5 & 4.5 bedroom apartments giving you unparalleled views, ample natural light & ventilation.","['https://is1-2.housingcdn.com/4f2250e8/8f633f8a61797f2eb230e77706231816/v0/_p/kumar_privie_sanctum_a1_and_b1-pashan-pune-kumar_privie.jpg', 'https://is1-2.housingcdn.com/4f2250e8/8f633f8a61797f2eb230e77706231816/v0/large/kumar_privie_sanctum_a1_and_b1-pashan-pune-kumar_privie.jpg', 'https://img.youtube.com/vi/SGozJn0Yjbg/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/d9038c5d98d6ee05fea26d0af7218158/v0/_p.jpeg']",
94,Kumar Peninsula,"S.No. 135, Baner-Pashan Link Road, Pashan, Baner-Pashan Link Road, Pune",3 BHK Apartment,"Dec, 2014",6.00 K/sq.ft,1750.00 sq.ft. - 3046.00 sq.ft.,,4 Buildings - 84 units,"Dec, 2010","Kumar Peninsula is a project by Kumar Properties. Kumar Peninsula is located in Baner Pashan Link Road, Near H D F C Bank, Pashan.Kumar Peninsula offers a host of facilities for residents. These amenities in Kumar Peninsula are those that every homebuyer aspires for!.Kumar Properties is a reputed building firm with 35 projects since its inception in 1966.Pashan is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/56f357908249345ec55ea19fec08ee92/v0/_p/kumar_peninsula-pashan-pune-kumar_properties.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/56f357908249345ec55ea19fec08ee92/v0/large/kumar_peninsula-pashan-pune-kumar_properties.jpeg', 'https://is1-2.housingcdn.com/012c1500/e1216df6397db929785cdbfe4e6f9c87/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/17b39cd64c71f96e785ddf4da977a80e/v0/_p.jpeg']",
