,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,About,images,Project Area,Project Size,Launch Date
78,Lodha Codename Limited Edition,"Mulund East, Central Mumbai Suburbs, Mumbai","2, 2.5, 3, 3.5 BHK Apartments","Dec, 2023",20.06 K/sq.ft,750.00 sq.ft. - 1146.00 sq.ft.,"Property for sale in Mulund East, Mumbai. This project, that is, Lodha Codename Limited Edition is a well designed project by Lodha Group. It is offering Under Construction units. If you are looking at Apartment, you should check out Lodha Codename Limited Edition. Set in an expanse of 2.5 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 2.5 BHK, 3 BHK, 3.5 BHK. As per the area plan, units are in the size range of 750.0 - 1146.0 sq.ft.. Lodha Codename Limited Edition was launched in May 2021. Project possession is slated for Dec, 2023. Lodha Codename Limited Edition is located in Mulund East.Come home to Lodha Codename Limited Edition. It offers multiple facilities such as Service Lift, Reserved Parking, Gymnasium, Power Backup. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. If you are passionate about sports, you will enjoy the facilities such as Football Field, Cricket Pitch, Volleyball Court. You will also get access to Library, provisions in the project. The property is equipped with Fire Sprinklers. There is 24x7 Security. It is a Gated Community. There is provision for Visitor Parking. These amenities make this property totally aspirational.Lodha Codename Limited Edition has all approvals in place as mandated by the state regulatory authority. RERA ID of this project is P51800031360.Lodha Group is a renowned name in the real estate space. Founded in 1980, the company has developed as many as 304 projects.Social infrastructure like banks, schools and parks surround Mulund East area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-2.housingcdn.com/4f2250e8/4379f8bc348e289f95a44d136b6f5a84/v0/_p/lodha_codename_limited_edition-mulund_east-mumbai-lodha_group.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/4379f8bc348e289f95a44d136b6f5a84/v0/large/lodha_codename_limited_edition-mulund_east-mumbai-lodha_group.jpeg', 'https://img.youtube.com/vi/cppeKWmgvAk/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/6f4dae276eae8501498dc182c3dda384/v0/_p.jpeg']",2.5 Acres,,"May, 2021"
79,Neelam Senroof,"Pioneer Housing, Off. Goregaon Mulund Link Road, Nahur East, Central Mumbai Suburbs, Mumbai","2, 3 BHK Apartments",Ready to Move,13.50 K/sq.ft,1090.00 sq.ft. - 1825.00 sq.ft.,"Looking for Apartment in Mulund East, Mumbai?. Neelam Senroof is a project by Neelam Realtors. The project is offering 2 BHK, 3 BHK. Neelam Senroof is a Ready to Move residential project. There are 344 units. There are 2 buildings in this project. As per the area plan, units are in the size range of 1090.0 - 1825.0 sq.ft.. Neelam Senroof is located in Pioneer Housing, Off. Goregaon Mulund Link Road, Nahur East, Mumbai. Neelam Senroof was launched in March 2010.Neelam Senroof offers a host of facilities for residents. This includes Lift, Rainwater Harvesting, Gymnasium. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. Sportsies can use Cycling & Jogging Track. These amenities in Neelam Senroof are those that every homebuyer aspires for!.For home loans, interested buyers can seek financing from major banks like PNB Housing Finance, Axis Bank, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Mulund East is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/11666951b332335990b83957480df6ec/v5/_p/neelam_senroof-mulund_east-mumbai-neelam_realtors.jpg', 'https://is1-2.housingcdn.com/4f2250e8/11666951b332335990b83957480df6ec/v5/large/neelam_senroof-mulund_east-mumbai-neelam_realtors.jpg', 'https://img.youtube.com/vi/oxUV0YuBBOA\t/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/4df4f42f97d625e9ad6e3668bac6e6a9/v0/_p.jpg']",,2 Buildings - 344 units,"Feb, 2010"
80,Shree Samruddhi Aishwarya Height,"Jeevan Nagar Chowk, Mithagar Road, Mulund East, Central Mumbai Suburbs, Mumbai","1, 2 BHK Apartments","Oct, 2021",Price on request,477.00 sq.ft. - 702.00 sq.ft.,"Shree Samruddhi Developers has lauched Shree Samruddhi Aishwarya Height in Mulund East, Mumbai. It offers Under Construction units. Popular configurations include 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 477.0 - 702.0 sq.ft.. There are 122 units in Shree Samruddhi Aishwarya Height. Overall, there is 1 building. The possession date of Shree Samruddhi Aishwarya Height is Oct, 2021. The address of Shree Samruddhi Aishwarya Height is Jeevan Nagar Chowk, Mithagar Road, Mulund East.There is provision for Closed Car Parking. The property is equipped with Fire Protection And Fire Safety Requirements. Other provisions include access to Aggregate area of recreational Open Space, Electrical Meter Room, Landscaping & Tree Planting, Storm Water Drains. Own a home in Shree Samruddhi Aishwarya Height today!.Approved financing for property at Shree Samruddhi Aishwarya Height by major lenders like PNB Housing Finance, Axis Bank, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.This is a RERA registered project with RERA ID P51800007856 and fulfils all conditions placed by the state regulatory body.This project has been developed by Shree Samruddhi Developers.Mulund East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/6279ead4ac0ce4fb2ad52eb5ea58a836/v0/_p/shree_samruddhi_aishwarya_height-mulund_east-mumbai-shree_samruddhi_developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/6279ead4ac0ce4fb2ad52eb5ea58a836/v0/large/shree_samruddhi_aishwarya_height-mulund_east-mumbai-shree_samruddhi_developers.jpg', 'https://is1-2.housingcdn.com/012c1500/5a1fda53cc50114a6a645dd9d2d32987/v0/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/a01e17a34760e2a483573924870f9fba/v0/_p.jpg']",1 Acres,1 Building - 122 units,
81,Rite Luxuria,"Nilesh Society, Vidyalaya Marg, Deendayal Nagar, Mulund East, Central Mumbai Suburbs, Mumbai",2 BHK Apartment,Ready to Move,21.50 K/sq.ft,464.00 sq.ft.,"Rite Luxuria is a project by Rite Developers in Mumbai. It is a Ready to Move project. Rite Luxuria offers some of the most conveniently designed Apartment. Located in Mulund East, it is a residential project. It has 47 units. There is 1 building in this project. Rite Luxuria offers some of the most exclusive 2 BHK. As per the area plan, units are in the size of 463.92 sq.ft.. Launched in October 2011, Rite Luxuria is slated for possession in Dec, 2018. The address of Rite Luxuria is Nilesh Society, Vidyalaya Marg, Deendayal Nagar, Mulund East.Rite Luxuria ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Power Backup. For families with kids, there is Children's Play Area, nearby apart from Indoor Game Room - Billiards/Snooker Table, Carom Board, Table Tennis, Foosball Table.The project is RERA approved. For details, check RERA ID P51800006260.Rite Developers is a reputed developer firm established in 2005.Mulund East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/012c1500/25dcafb5703f440126a719cb34a87ea0/v0/_p/rite_luxuria-mulund_east-mumbai-rite_developers.jpeg', 'https://is1-3.housingcdn.com/012c1500/25dcafb5703f440126a719cb34a87ea0/v0/large/rite_luxuria-mulund_east-mumbai-rite_developers.jpeg', 'https://is1-3.housingcdn.com/012c1500/25dcafb5703f440126a719cb34a87ea0/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/6549851732af2934daa9bb5bb031424d/v0/_p.jpeg']",,1 Building - 47 units,"Sep, 2011"
82,Shree Samruddhi Aishwarya Height,"Jeevan Nagar Chowk, Mithagar Road, Mulund East, Central Mumbai Suburbs, Mumbai","1, 2 BHK Apartments","Oct, 2021",Price on request,477.00 sq.ft. - 702.00 sq.ft.,"Shree Samruddhi Developers has lauched Shree Samruddhi Aishwarya Height in Mulund East, Mumbai. It offers Under Construction units. Popular configurations include 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 477.0 - 702.0 sq.ft.. There are 122 units in Shree Samruddhi Aishwarya Height. Overall, there is 1 building. The possession date of Shree Samruddhi Aishwarya Height is Oct, 2021. The address of Shree Samruddhi Aishwarya Height is Jeevan Nagar Chowk, Mithagar Road, Mulund East.There is provision for Closed Car Parking. The property is equipped with Fire Protection And Fire Safety Requirements. Other provisions include access to Aggregate area of recreational Open Space, Electrical Meter Room, Landscaping & Tree Planting, Storm Water Drains. Own a home in Shree Samruddhi Aishwarya Height today!.Approved financing for property at Shree Samruddhi Aishwarya Height by major lenders like PNB Housing Finance, Axis Bank, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.This is a RERA registered project with RERA ID P51800007856 and fulfils all conditions placed by the state regulatory body.This project has been developed by Shree Samruddhi Developers.Mulund East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/6279ead4ac0ce4fb2ad52eb5ea58a836/v0/_p/shree_samruddhi_aishwarya_height-mulund_east-mumbai-shree_samruddhi_developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/6279ead4ac0ce4fb2ad52eb5ea58a836/v0/large/shree_samruddhi_aishwarya_height-mulund_east-mumbai-shree_samruddhi_developers.jpg', 'https://is1-2.housingcdn.com/012c1500/5a1fda53cc50114a6a645dd9d2d32987/v0/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/a01e17a34760e2a483573924870f9fba/v0/_p.jpg']",1 Acres,1 Building - 122 units,
83,Classic Apartment,"Santoshi Mata Road, Near Adarsh Vidya Mandir, Shiv Shakti Colony, Western Suburbs, Mumbai", BHK ,,Price on request,On Request,"Classic Apartment in Malad East, Mumbai is a residential project. The address of Classic Apartment is Santoshi Mata Road, Near Adarsh Vidya Mandir, Shiv Shakti Colony.Life at Classic Apartment is suited for every age group. The property offers various offers a convenient living. It offers facilities such as Power Backup.Malad East is a prime area, with many attractions work and recreational options just a drive away.",[],,,
84,Raj Heritage,"Near SVP School, Opp. Raj Atlantis, Off. Mira Bhayander Road, Mira Road (E), Thane, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Jun, 2022",Price on request,428.00 sq.ft. - 643.00 sq.ft.,"Raj Realty brings to you a golden opportunity to become a property owner in the global city of Mumbai. Raj Heritage 1 is the project you should check out at the earliest. The project is located at Mira Road East and is one of the most affordable projects in the city. With the price range this project offers, you would never like to waste your hard-earned money in paying hefty rent that is good for nothing. While the prices are kept at levels that are affordable, there is no compromise on quality and comfort. The 1BHK and 2BHK apartments in the project are planned in a very thoughtful manner. You will have all the facilities and amenities in and around the project site without any hassles. Being located over Mira Road area, the project enjoys great prospects in terms of real estate investing. Do not take our word for it and check out the site. Just give us a call to organize your site visit.","['https://is1-2.housingcdn.com/4f2250e8/e34bac5c79eacaf0f9a7ab73d8ad18db/v0/_p/raj_heritage-mira_road_east-mumbai-raj_realty.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/e34bac5c79eacaf0f9a7ab73d8ad18db/v0/large/raj_heritage-mira_road_east-mumbai-raj_realty.jpeg', 'https://img.youtube.com/vi/_iZRb18uIGE/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/2fd8e1e091558981b352bd4da16a59f7/v0/_p.jpeg']",,1 Building - 85 units,"Nov, 2017"
85,Dosti Tulip Dosti West County,"Thane West, Thane","2, 3 BHK Apartments","Oct, 2026",Price on request,580.00 sq.ft. - 923.00 sq.ft.,"Property for sale in Thane West, Thane. This project, that is, Dosti Tulip Dosti West County is a well designed project by Dosti Realty. It is offering Under Construction units. If you are looking at Apartment, you should check out Dosti Tulip Dosti West County. Set in an expanse of 2.77 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 3 BHK. As per the area plan, units are in the size range of 580.0 - 923.0 sq.ft.. Dosti Tulip Dosti West County was launched in January 2022. Project possession is slated for Oct, 2026. There are 3 buildings  in this project. Total number of flats at Dosti Tulip Dosti West County is 658. Dosti Tulip Dosti West County is located in Thane West. There are 658 units in this residential project.Come home to Dosti Tulip Dosti West County. It offers multiple facilities such as Gymnasium, Power Backup. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. There is 24x7 Security. There is provision for Closed Car Parking. These amenities make this property totally aspirational.Dosti Tulip Dosti West County has all approvals in place as mandated by the state regulatory authority. RERA ID of this project is P51700032666.Dosti Realty is a renowned name in the real estate space. Founded in 1980, the company has developed as many as 38 projects.Social infrastructure like banks, schools and parks surround Thane West area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-2.housingcdn.com/4f2250e8/be2da2c59b6b4e0f816aad57500b79ff/v0/_p/dosti_tulip_dosti_west_county-thane_west-thane-dosti_realty.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/be2da2c59b6b4e0f816aad57500b79ff/v0/large/dosti_tulip_dosti_west_county-thane_west-thane-dosti_realty.jpeg', 'https://img.youtube.com/vi/4i-KJdpM3J8/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/2e98ef7d1058e81d83f047e04918386f/v0/_p.jpeg']",2.77 Acres,3 Buildings - 658 units,"Jan, 2022"
86,MICL Aaradhya Highpark,"Bhayandar East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Sep, 2024",14.24 K/sq.ft,400.00 sq.ft. - 630.00 sq.ft.,"Check out this residential project for sale by Man Infraconstruction Limited in Mira Road East, Mumbai. MICL Aaradhya Highpark offers Apartment as property type. The project has been developed in an area of 45.06 Acres . It is currently Under Construction. Available configurations include 1 BHK, 2 BHK. As per the area plan, units are in the size range of 400.0 - 630.0 sq.ft.. MICL Aaradhya Highpark possession is Sep, 2024. The address of MICL Aaradhya Highpark is Bhayandar East.At MICL Aaradhya Highpark, all residents have easy access to some of the truly desired facilities such as Gymnasium. If you are a sports lover, there are provisions meant for you such as a Skating Rink, Cycling & Jogging Track. Other facilities include Library, provisions in the project. Kids can use the Children's Play Area, nearby apart from Swimming Pool. It is a Gated Community. Come home to MICL Aaradhya Highpark.Punjab National Bank  have approved home loans for MICL Aaradhya Highpark.MICL Aaradhya Highpark is approved by the state regulatory authority and the RERA ID is P51700017865, P51700018244.Man Infraconstruction Limited is a renowned developer firm. The company was established in 1964 and has 13 projects to its credit.Mira Road East is a prime area, with many attractions work and recreational options just a drive away.","['https://is1-2.housingcdn.com/4f2250e8/9a869a16707520bb71504f292463d8c8/v0/_p/micl_aaradhya_highpark-mira_road_east-mumbai-man_infraconstruction_limited.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/9a869a16707520bb71504f292463d8c8/v0/large/micl_aaradhya_highpark-mira_road_east-mumbai-man_infraconstruction_limited.jpeg', 'https://img.youtube.com/vi/SB6_6NoUwhM/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/14eb7f72a16a5f162768500e2724c12a/v0/_p.jpeg']",45.06 Acres,,
87,Jp Esquire,"Indralok Phase 3, Bhayandar East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2027",14.64 K/sq.ft,430.00 sq.ft. - 607.00 sq.ft.,"Jp Esquire is a residential project in Bhayandar East, Mumbai. It is set in an area of 1.17 Acres . Jp Esquire offers Apartment. Available configurations include 1 BHK, 2 BHK. Apartment, as per the area plan, are in the size range of 430.0 - 607.0 sq.ft.. The property is Under Construction. There are 2 buildings for sale. The project was launched in July 2021 and possession date of Jp Esquire is Dec, 2027. Jp Esquire is located in Indralok Phase 3, Bhayandar East. The project is developed by Jp Infra And Salasar Buildcon Llp. There are 282 units for sale.The property is equipped with Fire Protection And Fire Safety Requirements. Enjoy a class-apart lifestyle at Jp Esquire.This project meets all mandates as required by the state authority. RERA ID of Jp Esquire is P51700030151.Located close to prominent suburbs of Mumbai, the area of Bhayandar East has prominent schools and hospitals within a close distance.","['https://is1-2.housingcdn.com/4f2250e8/e4aeffb35723863b095a3852e3bdf30b/v0/_p/jp_esquire-bhayandar_east-mumbai-jp_infra_and_salasar_buildcon_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/e4aeffb35723863b095a3852e3bdf30b/v0/large/jp_esquire-bhayandar_east-mumbai-jp_infra_and_salasar_buildcon_llp.jpeg']",1.17 Acres,2 Buildings - 282 units,"Jun, 2021"
88,Space Residence II Building No 4 B,"Opp. Pleasant Park, Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Mar, 2023",14.01 K/sq.ft,451.00 sq.ft. - 687.00 sq.ft.,"Residential project, Space Residence II Building No 4 B in Pune is offering units for sale in Mundhwa. Check out some Apartment that suit your lifestyle and liking. Possession date of Space Residence II Building No 4 B is Mar, 2023. The property offers 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 450.0 - 686.0 sq.ft.. It has 88 units. There is 1 building in this project. Contact for further details. Space Residence II Building No 4 B is located in Opp. Pleasant Park, Mira Road East.The property has Fire Protection And Fire Safety Requirements. There is provision for Open Car Parking, Closed Car Parking.Space Residence II Building No 4 B follows all rules as prescribed by the state RERA. All details are furnished on the RERA portal as well.ID is P51700027464.Space Realty is a very well-known developer-firm in this real estate market. The company started its operations in 2005 and has went on to build 10 projects so far. Residents and their lifestyle are at the centre of their developments.Prominent suburbs of Pune are close by to Mundhwa and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.","['https://is1-2.housingcdn.com/012c1500/52b3795129213f83b9672e406e4eaf19/v0/_p/space_residence_ii_building_no_4_b-mira_road_east-mumbai-space_realty.jpeg', 'https://is1-2.housingcdn.com/012c1500/52b3795129213f83b9672e406e4eaf19/v0/large/space_residence_ii_building_no_4_b-mira_road_east-mumbai-space_realty.jpeg', 'https://is1-2.housingcdn.com/012c1500/52b3795129213f83b9672e406e4eaf19/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/16bc17c5ee3781470ee1389d078b548c/v0/_p.jpeg']",0.31 Acres,1 Building - 88 units,
89,Unique Poonam Estate Cluster 1,"Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments",Ready to Move,Price on request,660.00 sq.ft. - 995.00 sq.ft.,"Poonam Estate Cluster 1 is an upcoming housing project at Mira Road East in Mumbai, being developed by Unique Shanti Developers LLP. Keeping in mind the needs of modern lifestyle of residents, the project provides various amenities. Poonam Estate Cluster 1 encompasses amenities such as Multipurpose Room, Children's play area, Lift Available, 24 X 7 Security, Gymnasium . ATMS, medical facilities, education institutions, and parks are within easy reach. The area is also well-connected by bus and road network.","['https://is1-2.housingcdn.com/012c1500/09230e295792f87fc81fb1b54ba6be7c/v2/_p/unique_poonam_estate_cluster_1-mira_road_east-mumbai-unique_shanti_developers.jpeg', 'https://is1-2.housingcdn.com/012c1500/09230e295792f87fc81fb1b54ba6be7c/v2/large/unique_poonam_estate_cluster_1-mira_road_east-mumbai-unique_shanti_developers.jpeg', 'https://is1-2.housingcdn.com/012c1500/09230e295792f87fc81fb1b54ba6be7c/v2/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/25f93302a70def93be6f995cf7b80195/v0/_p.jpeg']",,6 Buildings - 576 units,"Aug, 2010"
90,Ashish Samriddhi,"Final Plot No. 184/1, 2 185/12 , Mira Road and Beyond, Mumbai","2, 2.5, 3 BHK Apartments",Ready to Move,19.13 K/sq.ft,617.00 sq.ft. - 789.00 sq.ft.,Samriddhi is a premium residential project keeping in mind the importance of family that provides all the luxury and comforts. The apartments present a unique depiction of royalty and magnificence and the interiors are designed keeping in mind the utmost comfort of the customers. The project endows with the best of modern technologies and are the lifestyle statement of near future. Samriddhi also offers open green grounds and water bodies that gives you a break from the stressful lifestyle.,"['https://is1-3.housingcdn.com/4f2250e8/7af095afc61fec4b33441f025a5a22e8/v5/_p/ashish_samriddhi-mira_road_east-mumbai-ashish_group.jpg', 'https://is1-3.housingcdn.com/4f2250e8/7af095afc61fec4b33441f025a5a22e8/v5/large/ashish_samriddhi-mira_road_east-mumbai-ashish_group.jpg', 'https://img.youtube.com/vi/CYvdSBEz2Ws/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/11555679e54229edb8050ad1ccc745ee/v0/_p.jpg']",3.57 Acres,4 Buildings - 628 units,"Sep, 2013"
91,Shree Umiya Garuda Zenith,"Borivali West, Western Suburbs, Mumbai","1, 2, 3 BHK Apartments","Jun, 2024",26.00 K/sq.ft,482.00 sq.ft. - 995.00 sq.ft.,"Shree Umiya Garuda Zenith is a residential project developed by Messers Shree Umiya Builders And Developers at Borivali West in Mumbai. The project aims to offer a comfortable living condition to the residents by encompassing Power Backup and Gymnasium, adding to its existing many facilities. ","['https://is1-3.housingcdn.com/4f2250e8/1cce818f61cda8866f4371de7aa1afa1/v0/_p/shree_umiya_garuda_zenith-borivali_west_1-mumbai-messers_shree_umiya_builders_and_developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/1cce818f61cda8866f4371de7aa1afa1/v0/large/shree_umiya_garuda_zenith-borivali_west_1-mumbai-messers_shree_umiya_builders_and_developers.jpeg', 'https://img.youtube.com/vi/9Vys_ViptVk/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/55bacff86caeb41ed7da78520c5a5d81/v0/_p.jpeg']",1 Acres,1 Building - 178 units,"Aug, 2017"
92,Sanghvi Ecocity Phase 3,"S No. 102/26, Village Mire And S No. 11/1/2 Village Mahajanwadi, Mira Road East, Mira Road and Beyond, Mumbai",1 BHK Apartment,"Jun, 2023",12.69 K/sq.ft,323.00 sq.ft. - 392.00 sq.ft.,"Sanghvi S3 presents a housing project located in Mira Road East, Mumbai. The project comes equipped with all the basic facilities necessary to meet daily requirements of the modern urban lifestyle of its residents, including Others, Others, Jogging Track, Others, Club House. In Ecocity Phase 3, the interiors are thoughtfully designed to provide adequate space, light and ventilation to the residential units. Mira Road East is well-connected to other parts of the city via an extensive road.","['https://is1-3.housingcdn.com/4f2250e8/4f342b7bd27f9f1ba38b9dfc593aed87/v0/_p/sanghvi_ecocity_phase_3-mira_road_east-mumbai-sanghvi_parsssva_group_of_companies.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/4f342b7bd27f9f1ba38b9dfc593aed87/v0/large/sanghvi_ecocity_phase_3-mira_road_east-mumbai-sanghvi_parsssva_group_of_companies.jpeg', 'https://img.youtube.com/vi/7zuPWXc9w14/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0c2abc5e8829ba5efc51465e2a82ba50/v0/_p.jpeg']",1 Acres,2 Buildings - 255 units,"Mar, 2016"
93,Salasar Exotica I,"Mira Road East, Mira Road and Beyond, Mumbai",1 BHK Apartment,"Dec, 2024",12.75 K/sq.ft,437.00 sq.ft.,"Exotica I launched by leading real estate developer Salasar Estate is a prime housing project located in Mira Road East, Mumbai. The project will be developed on an area of 0.61 acres and is offering comfortable, spacious and well-ventilated 1 BHK apartments exclusively. Carpet area of 1 BHK apartments is 437 sq ft. Amenities available for the convenience of residents are closed car parking areas, open parking areas, open area for recreational activities, landscaping and tree planting, electrical meter room, sub-station, receiving station, fire protection, fire safety equipment, well-lit internal roads, regular supply of water, and other facilities are provided in the complex. All work related to sewerage chamber, lines, septic tank, and STP are handled in the premises. Water conservation, energy management and rainwater harvesting are done to save resources. Apartments in Exotica I can be bought from developer Salasar Estate. Mira Road East is a prominent area in Mumbai. Some of its nearby localities are Bharti Nagar, Chandan Shanti, Sunder Nagar, Sai Baba Nagar, Shivar Garden. The area has a well-developed infrastructure with many reputed schools, educational institutes, and hospitals established here. Some renowned schools and institutes in the area are New Era Pre-Primary School, First Step Day Care & Pre School, Gracious School, Prerna Academy, Kidz World, Genius Pre-School, MS Creative School, Nirvaan International Pre-School & Day Care, Bright International School, Toddlers Pre Primary School, SBH International English Academy and others. Some well-known hospitals and medical centres in the area are Shyam Eye Clinic, Orbit Super Speciality Hospital & Accident Centre, Tanwar Hospital, Dragos Life Line Hospital, ACare Orthopaedic General Hospital, Aryan Health Care, Suvarna Hospital, Vipassana Hospital, Shri Riddhi Siddhi Hospital and others. Restaurants, banks, and other utility shops are also located in the vicinity. Mira Road East is well-connected to other areas by a network of road and rail transport. It is a comfortable locality to own a residential place.","['https://is1-2.housingcdn.com/4f2250e8/89f4a9c80f7e2e757adbc070a5132c8b/v0/_p/salasar_exotica_i-mira_road_east-mumbai-salasar_estate_developers_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/89f4a9c80f7e2e757adbc070a5132c8b/v0/large/salasar_exotica_i-mira_road_east-mumbai-salasar_estate_developers_llp.jpeg', 'https://is1-3.housingcdn.com/012c1500/56bb169f167f2fefbed9ed3ea4ddeec4/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/607738d3c5d5b3f9e1271dc104d9d219/v0/_p.jpeg']",0.61 Acres,1 Building - 98 units,"Jul, 2020"
94,SKD Pinnacolo NX,"Mira Road East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2024",14.21 K/sq.ft,409.00 sq.ft. - 616.00 sq.ft.,"Check out this residential project for sale by SKD Realty LLP in Mira Road East, Mumbai. SKD Pinnacolo NX offers Apartment as property type. It is currently Under Construction. Available configurations include 1 BHK, 2 BHK. As per the area plan, units are in the size range of 409.0 - 616.0 sq.ft.. SKD Pinnacolo NX was launched in March 2020. SKD Pinnacolo NX possession is Dec, 2024. Altogether, there are 82 units available. There is 1 building in this property. The address of SKD Pinnacolo NX is Mira Road East.Come home to SKD Pinnacolo NX.SKD Pinnacolo NX is approved by the state regulatory authority and the RERA ID is P51700024952.SKD Realty LLP is a renowned developer firm.Mira Road East is a prime area, with many attractions work and recreational options just a drive away.","['https://is1-3.housingcdn.com/4f2250e8/036d18515d17db94c27f2b2da8204286/v0/_p/skd_pinnacolo_nx-mira_road_east-mumbai-skd_realty_llp.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/036d18515d17db94c27f2b2da8204286/v0/large/skd_pinnacolo_nx-mira_road_east-mumbai-skd_realty_llp.jpeg', 'https://img.youtube.com/vi/IikeDRv8KJQ/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/013e412c7199543fddb26abd79e3f107/v0/_p.jpeg']",,1 Building - 82 units,"Feb, 2020"
95,JP North Phase 5 Euphoria,"Vinaynagar, Mira Road East, Mira Road and Beyond, Mumbai","2, 3 BHK Apartments","Dec, 2025",12.60 K/sq.ft,536.00 sq.ft. - 785.00 sq.ft.,"JP North Phase 5 Euphoria is a residential project developed by JP Infra (Mumbai) Pvt. Ltd. at Mira Road East in Mira Bhayandar. The project aims to offer a comfortable living condition to the residents by encompassing , adding to its existing many facilities. ","['https://is1-3.housingcdn.com/4f2250e8/5a2bb0e88cd774a0ff022b153dad969b/v0/_p/jp_north_phase_5_euphoria-mira_road_east-mumbai-jp_infra_mumbai_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/5a2bb0e88cd774a0ff022b153dad969b/v0/large/jp_north_phase_5_euphoria-mira_road_east-mumbai-jp_infra_mumbai_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/012c1500/550b0d7d104344839d0ad90a9e80ff3f/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/f430925eb9783b533defc4636c17023f/v0/_p.jpeg']",1 Acres,1 Building - 264 units,"Apr, 2018"
