,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,Project Size,Launch Date,About,images,Project Area
79,SVS Oracle,"26/P, Narapally , Ghatkesar, Chengicherla, East Hyderabad, Hyderabad","2, 3 BHK Apartments","May, 2024",4.50 K/sq.ft,279.00 sq.ft. - 386.00 sq.ft.,1 Building - 80 units,"May, 2019","Located in one of the top-most localities, Chengicherla in Hyderabad, SVS promoters offer SVS Oracle Apartments in the suburb of ORR south. Built over an area of 0.85 acres, the apartments provide minimalistic living in 2BHK+2T ranging from 279-303 sq ft in size and 3BHK+3T ranging from 375 -386 sq ft in size. Prices will be available on request. The apartments will be ready for possession from May 2024. They are fitted with modern amenities like water conservation and rainwater harvesting systems. SVS oracle offers a very convenient location as it is at a distance of approximately 3 km from Vijaya hospital. The developers have infused privacy and exclusivity in every nook and corner with carefully woven space and luxury. Located in a calm environment away from the maddening city traffic but still has smooth connectivity to the citys social amenities. SVS targets at the crme of the city to offer an elite lifestyle to the residents of their apartments.","['https://is1-3.housingcdn.com/4f2250e8/6742df900368936e71cb946ae28b37c6/v0/_p/svs_oracle-narapally-hyderabad-svs_promoters_and_developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/6742df900368936e71cb946ae28b37c6/v0/large/svs_oracle-narapally-hyderabad-svs_promoters_and_developers.jpeg', 'https://is1-3.housingcdn.com/012c1500/93f4e9dec0057f0286a4d509fefe0d35/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/a02fa65b5e11d169bdb1d69ecb7d5b9f/v0/_p.jpeg']",1 Acres
80,AV Magnifique,"Uppal, Naarapally, Pocharam, East Hyderabad, Hyderabad","2, 3 BHK Apartments","Dec, 2024",3.40 K/sq.ft,1205.00 sq.ft. - 2100.00 sq.ft.,2 Buildings - 350 units,,"Property for sale in Narapally, Hyderabad. This project, that is, AV Magnifique is a well designed project by AV Infracon Pvt Ltd. It is offering Under Construction units. If you are looking at Apartment, you should check out AV Magnifique. Set in an expanse of 3 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 3 BHK. As per the area plan, units are in the size range of 1205.0 - 2100.0 sq.ft.. Project possession is slated for Dec, 2024. There are 2 buildings  in this project. Total number of flats at AV Magnifique is 350. AV Magnifique is located in Uppal, Naarapally, Pocharam. There are 350 units in this residential project.Come home to AV Magnifique. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. If you are passionate about sports, you will enjoy the facilities such as Skating Rink, Badminton Court, Cycling & Jogging Track. There is 24x7 Security. It is a Gated Community. There is provision for Open Car Parking. These amenities make this property totally aspirational.AV Infracon Pvt Ltd is a renowned name in the real estate space.Social infrastructure like banks, schools and parks surround Narapally area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-3.housingcdn.com/4f2250e8/4dc9f229f2f222a3402c86f89b4846fb/v0/_p/av_magnifique-narapally-hyderabad-av_infracon_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/4dc9f229f2f222a3402c86f89b4846fb/v0/large/av_magnifique-narapally-hyderabad-av_infracon_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/012c1500/1ec77a74cedd8bac18bf33d3e24e7c8d/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/2a1237f3bfaf4d4da981e485997e287f/v0/_p.jpeg']",3 Acres
81,AV Magnifique,"Uppal, Naarapally, Pocharam, East Hyderabad, Hyderabad","2, 3 BHK Apartments","Dec, 2024",3.40 K/sq.ft,1205.00 sq.ft. - 2100.00 sq.ft.,2 Buildings - 350 units,,"Property for sale in Narapally, Hyderabad. This project, that is, AV Magnifique is a well designed project by AV Infracon Pvt Ltd. It is offering Under Construction units. If you are looking at Apartment, you should check out AV Magnifique. Set in an expanse of 3 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 3 BHK. As per the area plan, units are in the size range of 1205.0 - 2100.0 sq.ft.. Project possession is slated for Dec, 2024. There are 2 buildings  in this project. Total number of flats at AV Magnifique is 350. AV Magnifique is located in Uppal, Naarapally, Pocharam. There are 350 units in this residential project.Come home to AV Magnifique. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. If you are passionate about sports, you will enjoy the facilities such as Skating Rink, Badminton Court, Cycling & Jogging Track. There is 24x7 Security. It is a Gated Community. There is provision for Open Car Parking. These amenities make this property totally aspirational.AV Infracon Pvt Ltd is a renowned name in the real estate space.Social infrastructure like banks, schools and parks surround Narapally area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-3.housingcdn.com/4f2250e8/4dc9f229f2f222a3402c86f89b4846fb/v0/_p/av_magnifique-narapally-hyderabad-av_infracon_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/4dc9f229f2f222a3402c86f89b4846fb/v0/large/av_magnifique-narapally-hyderabad-av_infracon_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/012c1500/1ec77a74cedd8bac18bf33d3e24e7c8d/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/2a1237f3bfaf4d4da981e485997e287f/v0/_p.jpeg']",3 Acres
82,SVS East Paradise,"47, Pocharam, East Hyderabad, Hyderabad",2 BHK Apartment,"Jan, 2024",4.50 K/sq.ft,1111.00 sq.ft. - 1143.00 sq.ft.,1 Building - 30 units,"Jan, 2019","The SVS East Paradise is a premier housing project coming up in Pocharam, Hyderabad. The brainchild of SVS Promoters, the SVS East Paradise, boasts of a luxurious housing community that sprawls across a beautiful 0.3 acres campus.Pocharam is one of the localities in the Ghatkesar Mandal, Hyderabad. It is well-surrounded by several reputed commercial and residential projects. It is seamlessly connected to other parts of Hyderabad through a well-developed network of roads and rail. Pocharam has several reputed schools, colleges, hospitals, and market areas. The Kasthuri Medical & General Stores is approximately 3 km from East Paradise, while the Sai Vani Grammar School is approximately 2 km away.The SVS East Paradise offers luxurious 2-BHK flats in 3 categories in the range of 1111 sq ft to 1143 sq ft built-up area. The flats are aesthetically designed on contemporary lines. They are adorned with all modern amenities that ensure a safe and comfortable daily living.The apartments are housed in a well-designed campus, and are currently, under construction. They are scheduled for possession by January 2024. Prices are available on request.",[],
83,AV Magnifique,"Uppal, Naarapally, Pocharam, East Hyderabad, Hyderabad","2, 3 BHK Apartments","Dec, 2024",3.40 K/sq.ft,1205.00 sq.ft. - 2100.00 sq.ft.,2 Buildings - 350 units,,"Property for sale in Narapally, Hyderabad. This project, that is, AV Magnifique is a well designed project by AV Infracon Pvt Ltd. It is offering Under Construction units. If you are looking at Apartment, you should check out AV Magnifique. Set in an expanse of 3 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 3 BHK. As per the area plan, units are in the size range of 1205.0 - 2100.0 sq.ft.. Project possession is slated for Dec, 2024. There are 2 buildings  in this project. Total number of flats at AV Magnifique is 350. AV Magnifique is located in Uppal, Naarapally, Pocharam. There are 350 units in this residential project.Come home to AV Magnifique. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. If you are passionate about sports, you will enjoy the facilities such as Skating Rink, Badminton Court, Cycling & Jogging Track. There is 24x7 Security. It is a Gated Community. There is provision for Open Car Parking. These amenities make this property totally aspirational.AV Infracon Pvt Ltd is a renowned name in the real estate space.Social infrastructure like banks, schools and parks surround Narapally area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-3.housingcdn.com/4f2250e8/4dc9f229f2f222a3402c86f89b4846fb/v0/_p/av_magnifique-narapally-hyderabad-av_infracon_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/4dc9f229f2f222a3402c86f89b4846fb/v0/large/av_magnifique-narapally-hyderabad-av_infracon_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/012c1500/1ec77a74cedd8bac18bf33d3e24e7c8d/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/2a1237f3bfaf4d4da981e485997e287f/v0/_p.jpeg']",3 Acres
84,Happy Homes,"Road Number 17, Near Matrusri Engineering College, Teen Manzil Colony, South Hyderabad, Hyderabad", BHK ,,Price on request,On Request,,,"Happy Homes is a residential project in Sayeedabad, Hyderabad. Happy Homes is located in Road Number 17, Near Matrusri Engineering College, Teen Manzil Colony.Enjoy a class-apart lifestyle at Happy Homes.Sayeedabad is a prime area, with many attractions work and recreational options just a drive away.",[],
85,Sunyuga Vista,"Apparel Park Road, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","Jul, 2023",4.60 K/sq.ft,1175.00 sq.ft. - 1850.00 sq.ft.,3 Buildings - 218 units,"Feb, 2021","Luxurious Apartments is a project by SUNYUGA INFRA PVT LTD in Hyderabad. It is a Under Construction project. Luxurious Apartments offers some of the most conveniently designed Apartment. Located in Bhadurpalle, it is a residential project. The project is spread over 3 Acres . It has 218 units. There are 3 buildings in this project. Luxurious Apartments offers some of the most exclusive 2 BHK, 3 BHK. As per the area plan, units are in the size range of 1175.0 - 1850.0 sq.ft.. Launched in March 2021, Luxurious Apartments is slated for possession in Jul, 2023. The address of Luxurious Apartments is Gundlapochampally.Luxurious Apartments ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium. If you are a sports lover, there are provisions meant for you such as Cricket Pitch, Basketball Court, Badminton Court, Cycling & Jogging Track. Residents also have access to Barbecue Area provisions in the project. Some other provisions include access to Landscaped Garden.The project is RERA compliant and fulfils all necessities as required by the authorities. RERA ID of Luxurious Apartments is P02200003023.Till date, SUNYUGA INFRA PVT LTD has developed 10 projects with a focus on healthy and sustainable lifestyle.Bhadurpalle is well-connected to other parts of the city via an extensive road.","['https://is1-3.housingcdn.com/4f2250e8/5c28aef026879f5b16f4a76f68704e41/v0/_p/sunyuga_vista-kompally-hyderabad-sunyuga_infra_pvt_ltd.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/5c28aef026879f5b16f4a76f68704e41/v0/large/sunyuga_vista-kompally-hyderabad-sunyuga_infra_pvt_ltd.jpeg', 'https://img.youtube.com/vi/xNhk92HVNv0/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0cf5f6076e15afd8f40523b6deaf8938/v0/_p.jpeg']",3 Acres (35% open)
86,Cozy Essence Elite,"Dulapally, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","May, 2023",3.90 K/sq.ft,1034.00 sq.ft. - 2068.00 sq.ft.,2 Buildings - 90 units,"Oct, 2021","Hyderabad's residential project, Cozy Essence Elite is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Bhadurpalle. It is a Under Construction project by Cozy Essence Builders. Cozy Essence Elite is set in an area of 0.99 Acres  and is complete with various modern-day amenities. As per the area plan, units are in the size range of 1034.0 - 2068.0 sq.ft.. Cozy Essence Elite was launched in November 2021 and possession date is May, 2023. There are 90 units in Cozy Essence Elite. There are 2 buildings. Cozy Essence Elite is located in Dulapally, Kompally.Young families with children will love the Children's Play Area, nearby apart from Swimming Pool. Sports enthusiasts will like the Badminton Court. There is 24x7 Security. It is a Gated Community. Other provisions include access to Storm Water Drains. There is provision for Closed Car Parking. Own a home in Cozy Essence Elite today!.Cozy Essence Elite is a RERA registered project with ID P02200003548.Bhadurpalle is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/c96971089cafffe544fc2ccc74194157/v0/_p/cozy_essence_elite-kompally-hyderabad-cozy_essence_builders.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/c96971089cafffe544fc2ccc74194157/v0/large/cozy_essence_elite-kompally-hyderabad-cozy_essence_builders.jpeg', 'https://is1-3.housingcdn.com/012c1500/5edc773ca6795c0dba2379a7999f6c67/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/67755860b668e7c558b0e629fc947911/v0/_p.jpeg']",0.99 Acres
87,Ohana,"Ohana, Opp Trident Grande, Gundlapochampally Road, Kompally, North Hyderabad, Hyderabad",Residential Plots,Ready to Move,75.00 K/sq.yd,240.00 sq.yd. - 831.00 sq.yd.,64 units,,"Ohana is a residential plot by Haripriya Developers. This plot is available for sale in Kompally, Hyderabad. This project offers plots in various sizes. The minimum plot size is 240.0 sq.yd. and the maximum size is 831.0 sq.yd.. There are 64 units in Ohana. The address of Ohana is Ohana, Opp Trident Grande, Gundlapochampally Road, Kompally.Ohana ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium.  There is 24x7 Security. It is aGated Community. Other provisions include access to Landscaping & Tree Planting.This residential land for sale is RERA approved. For details, check RERA ID P02200003430.The firm has since then developed 1 and focuses on customer-centricity. Check out Ohana brochure for more details.Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/3388c762652fb718b81a45cd9aeb68c2/v0/_p/ohana-kompally-hyderabad-haripriya_developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/3388c762652fb718b81a45cd9aeb68c2/v0/large/ohana-kompally-hyderabad-haripriya_developers.jpeg', 'https://is1-2.housingcdn.com/012c1500/4df175a011fabc96861edea5f7a06ade/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/c6aeff9d79fed4168dc6cb8cd3cf9fef/v0/_p.jpg']",14 Acres
88,Cozy Essence Elite,"Dulapally, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","May, 2023",3.90 K/sq.ft,1034.00 sq.ft. - 2068.00 sq.ft.,2 Buildings - 90 units,"Oct, 2021","Hyderabad's residential project, Cozy Essence Elite is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Bhadurpalle. It is a Under Construction project by Cozy Essence Builders. Cozy Essence Elite is set in an area of 0.99 Acres  and is complete with various modern-day amenities. As per the area plan, units are in the size range of 1034.0 - 2068.0 sq.ft.. Cozy Essence Elite was launched in November 2021 and possession date is May, 2023. There are 90 units in Cozy Essence Elite. There are 2 buildings. Cozy Essence Elite is located in Dulapally, Kompally.Young families with children will love the Children's Play Area, nearby apart from Swimming Pool. Sports enthusiasts will like the Badminton Court. There is 24x7 Security. It is a Gated Community. Other provisions include access to Storm Water Drains. There is provision for Closed Car Parking. Own a home in Cozy Essence Elite today!.Cozy Essence Elite is a RERA registered project with ID P02200003548.Bhadurpalle is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/c96971089cafffe544fc2ccc74194157/v0/_p/cozy_essence_elite-kompally-hyderabad-cozy_essence_builders.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/c96971089cafffe544fc2ccc74194157/v0/large/cozy_essence_elite-kompally-hyderabad-cozy_essence_builders.jpeg', 'https://is1-3.housingcdn.com/012c1500/5edc773ca6795c0dba2379a7999f6c67/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/67755860b668e7c558b0e629fc947911/v0/_p.jpeg']",0.99 Acres
89,Riddhi Pramukh Elegance,"Suchitra, Kompally, Jeedimetla, North Hyderabad, Hyderabad","2, 3, 4 BHK Apartments","Dec, 2023",5.40 K/sq.ft,1100.00 sq.ft. - 3150.00 sq.ft.,3 Buildings - 144 units,"Nov, 2021","Riddhi Pramukh Elegance is a project by Riddhi Group in Hyderabad. It is a Under Construction project. Riddhi Pramukh Elegance offers some of the most conveniently designed Apartment. Located in Jeedimetla, it is a residential project. The project is spread over 2.65 Acres . It has 144 units. There are 3 buildings in this project. Riddhi Pramukh Elegance offers some of the most exclusive 2 BHK, 3 BHK, 4 BHK. As per the area plan, units are in the size range of 1100.0 - 3150.0 sq.ft.. Launched in November 2021, Riddhi Pramukh Elegance is slated for possession in Dec, 2023. The address of Riddhi Pramukh Elegance is Suchitra, Kompally, Jeedimetla.Riddhi Pramukh Elegance ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium, Power Backup. If you are a sports lover, there are provisions meant for you such as Aerobics Room, Basketball Court, Badminton Court, Cycling & Jogging Track. Residents also have access to Library, Internet / Wi-Fi, Conference Room provisions in the project. Young families with kids can explore modern-arrangements for leisure and play such as Children's Play Area, nearby apart from Swimming Pool. It is a Gated Community. Some other provisions include access to Energy management, Landscaping & Tree Planting, Solid Waste Management And Disposal, Storm Water Drains, Sewage Treatment Plant. There is provision for Closed Car Parking.The project is RERA compliant and fulfils all necessities as required by the authorities. RERA ID of Riddhi Pramukh Elegance is P02500003571.Established in 2013, Riddhi Group is a renowned developer firm. Till date, Riddhi Group has developed 17 projects with a focus on healthy and sustainable lifestyle.Jeedimetla is well-connected to other parts of the city via an extensive road.","['https://is1-3.housingcdn.com/4f2250e8/3612a8d65ab46b9bfce786f80776e805/v0/_p/riddhi_pramukh_elegance-suchitra-hyderabad-riddhi_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/3612a8d65ab46b9bfce786f80776e805/v0/large/riddhi_pramukh_elegance-suchitra-hyderabad-riddhi_group.jpeg', 'https://img.youtube.com/vi/GVLpgwgbc5Y/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/070fcaed5091bb454f23ba3c6b4ac0ee/v0/_p.jpeg']",2.65 Acres
90,Triton Environ,"Beside Govt High School, Bahadurpally, Kompally, North Hyderabad, Hyderabad",3 BHK Villa,"Jul, 2022",6.30 K/sq.ft,2250.00 sq.ft. - 2524.00 sq.ft.,78 units,"May, 2018","Check out this residential project for sale by Triton Infra in Kompally, Hyderabad. Triton Environ offers Villa as property type. It is currently Ready to Move. Available configurations include 3 BHK. As per the area plan, units are in the size range of 2250.0 - 2524.0 sq.ft.. Triton Environ was launched in May 2018. Triton Environ possession is Mar, 2021. Altogether, there are 76 units available. The address of Triton Environ is Beside Govt High School, Bahadurpally, Kompally.At Triton Environ, all residents have easy access to some of the truly desired facilities such as Gymnasium, RO Water System, Power Backup. If you are a sports lover, there are provisions meant for you such as a Tennis Court, Cricket Pitch, Cycling & Jogging Track. Other facilities include Internet / Wi-Fi, provisions in the project. Kids can use the Children's Play Area, nearby apart from Swimming Pool, Sports Area. The property has Fire Sprinklers, Fire Retardant Structure. There is 24x7 Security, High-tech alarm system. It is a Gated Community. Come home to Triton Environ.Triton Infra is a renowned developer firm.Kompally is a prime area, with many attractions work and recreational options just a drive away.","['https://is1-2.housingcdn.com/4f2250e8/4281f3785e3e34d92e3f4133c546b0ea/v0/_p/triton_environ-kompally-hyderabad-triton_infra.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/4281f3785e3e34d92e3f4133c546b0ea/v0/large/triton_environ-kompally-hyderabad-triton_infra.jpeg', 'https://is1-2.housingcdn.com/012c1500/03373f8b318111ea3a0f1ca620ad8dcb/v0/_p.jpg', 'https://is1-3.housingcdn.com/012c1500/232303933ceb32ec9269370b023bd8af/v0/_p.jpeg']",
91,4 Blocks,"Suchitra, Godavari Homes, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","Mar, 2023",5.00 K/sq.ft,1055.00 sq.ft. - 1865.00 sq.ft.,4 Buildings - 360 units,"Aug, 2020","• 4 Blocks is a residential project, located just 1 kilometre from Suchitra Junction, inside Godavari Homes, next to one of our very own projects Armsburg Koundinya. • The total area of the land in which this spectacular venture is being developed, is about 15,000 Sq. Yards with a built-up area of about 5,00,000 Sq. Feet. • It's a gated community which shall host 2 & 3 bedroom flats, accompanied by a magnificent 15,000 Sqft huge Club House, stationing all premium amenities including Swimming Pool, Gymnasium, Multipurpose Hall, Indoor Games Area, Guest Rooms amongst others. • The ‘4 Blocks’ of Mitra, Karuna, Ananda & Upeksha 4 Blocks is destined to infuse Happiness into its residents, drawing inspiration from the ‘4 Keys to Happiness’, the qualities of Mitra (Friendliness), Karuna (Compassion), Ananda (Joy) and Upeksha (Equanimity). • The 4 Blocks community’s eco-system shall stand as a testament to beautiful landscaping with a full circle jogging track and central courtyard, to highly ventilated & vastu-compliant buildings with spacious corridors, to sizeable and well connected parking to an awe-inspiring club-house consisting of guest rooms & various amenities.","['https://is1-3.housingcdn.com/4f2250e8/3aec338fe3f9aceccf84ac6051253485/v0/_p/4_blocks-kompally-hyderabad-beams_and_columns_builders_private_limited.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/3aec338fe3f9aceccf84ac6051253485/v0/large/4_blocks-kompally-hyderabad-beams_and_columns_builders_private_limited.jpeg', 'https://img.youtube.com/vi/Qv3cv48Sagc/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/29ce625e6d8427a88c504ed0a8d8963b/v0/_p.jpeg']",3.2 Acres
92,Vasavi Nandanam,"Suchitra Circle, North Hyderabad, Hyderabad","2, 3 BHK Apartments","Dec, 2025",5.00 K/sq.ft,1235.00 sq.ft. - 2010.00 sq.ft.,5 Buildings - 420 units,"Nov, 2021","Our latest endeavor to provide you with a home that matches your personality is Nandanam . Equipped with unparalleled amenities and offering you gorgeous vistas at every step, these homes are closely integrated with nature . A home at Nandanam amidst a nature-filled ambience enables you to enjoy your life to the fullest.As you move into Nandanam, you get to be a part of the large and diverse community and experience a whole new world. These spaces are designed with soothing and energizing themes and offers you an opportunity to rediscover yourself and reconnect with nature from the comfort of your home.","['https://is1-3.housingcdn.com/4f2250e8/6397317ade1a65947b8032e2dd556fc3/v0/_p/vasavi_nandanam-suchitra-hyderabad-vasavi_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/6397317ade1a65947b8032e2dd556fc3/v0/large/vasavi_nandanam-suchitra-hyderabad-vasavi_group.jpeg', 'https://img.youtube.com/vi/t_M3oLLp09Y/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/9ab57dc238f77846a73865361000c036/v0/_p.jpeg']",4.45 Acres
93,Triton Environ,"Beside Govt High School, Bahadurpally, Kompally, North Hyderabad, Hyderabad",3 BHK Villa,"Jul, 2022",6.30 K/sq.ft,2250.00 sq.ft. - 2524.00 sq.ft.,78 units,"May, 2018","Check out this residential project for sale by Triton Infra in Kompally, Hyderabad. Triton Environ offers Villa as property type. It is currently Ready to Move. Available configurations include 3 BHK. As per the area plan, units are in the size range of 2250.0 - 2524.0 sq.ft.. Triton Environ was launched in May 2018. Triton Environ possession is Mar, 2021. Altogether, there are 76 units available. The address of Triton Environ is Beside Govt High School, Bahadurpally, Kompally.At Triton Environ, all residents have easy access to some of the truly desired facilities such as Gymnasium, RO Water System, Power Backup. If you are a sports lover, there are provisions meant for you such as a Tennis Court, Cricket Pitch, Cycling & Jogging Track. Other facilities include Internet / Wi-Fi, provisions in the project. Kids can use the Children's Play Area, nearby apart from Swimming Pool, Sports Area. The property has Fire Sprinklers, Fire Retardant Structure. There is 24x7 Security, High-tech alarm system. It is a Gated Community. Come home to Triton Environ.Triton Infra is a renowned developer firm.Kompally is a prime area, with many attractions work and recreational options just a drive away.","['https://is1-2.housingcdn.com/4f2250e8/4281f3785e3e34d92e3f4133c546b0ea/v0/_p/triton_environ-kompally-hyderabad-triton_infra.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/4281f3785e3e34d92e3f4133c546b0ea/v0/large/triton_environ-kompally-hyderabad-triton_infra.jpeg', 'https://is1-2.housingcdn.com/012c1500/03373f8b318111ea3a0f1ca620ad8dcb/v0/_p.jpg', 'https://is1-3.housingcdn.com/012c1500/232303933ceb32ec9269370b023bd8af/v0/_p.jpeg']",
94,Vision Cascade Greens,"Kompally, North Hyderabad, Hyderabad",3 BHK Apartment,"Nov, 2024",5.40 K/sq.ft,1570.00 sq.ft. - 2035.00 sq.ft.,135 units,"Dec, 2018","Hyderabad's residential project, Vision Cascade Greens is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Kompally. It is a Under Construction project by Vision Infra Developers. As per the area plan, units are in the size range of 1250.01 - 3340.04 sq.ft.. Vision Cascade Greens was launched in November 2018 and possession date is March 2021. Vision Cascade Greens is located in Kompally. 
The property has Fire Protection And Fire Safety Requirements. Other provisions include access to Aggregate area of recreational Open Space, Electrical Meter Room, Energy management, Storm Water Drains. Own a home in Vision Cascade Greens today!. Vision Cascade Greens is a RERA registered project with ID P02200000221. Kompally is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/cd2d890ca6db128a8d10ba968531dbff/v0/_p/vision_cascade_greens-kompally-hyderabad-vision_infra_developers.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/cd2d890ca6db128a8d10ba968531dbff/v0/large/vision_cascade_greens-kompally-hyderabad-vision_infra_developers.jpeg', 'https://img.youtube.com/vi/9e7-xc0ySIM/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/033e8e9963ef8aa800b91b21ac3d24c0/v0/_p.jpeg']",
95,Cozy Essence Elite,"Dulapally, Kompally, North Hyderabad, Hyderabad","2, 3 BHK Apartments","May, 2023",3.90 K/sq.ft,1034.00 sq.ft. - 2068.00 sq.ft.,2 Buildings - 90 units,"Oct, 2021","Hyderabad's residential project, Cozy Essence Elite is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Bhadurpalle. It is a Under Construction project by Cozy Essence Builders. Cozy Essence Elite is set in an area of 0.99 Acres  and is complete with various modern-day amenities. As per the area plan, units are in the size range of 1034.0 - 2068.0 sq.ft.. Cozy Essence Elite was launched in November 2021 and possession date is May, 2023. There are 90 units in Cozy Essence Elite. There are 2 buildings. Cozy Essence Elite is located in Dulapally, Kompally.Young families with children will love the Children's Play Area, nearby apart from Swimming Pool. Sports enthusiasts will like the Badminton Court. There is 24x7 Security. It is a Gated Community. Other provisions include access to Storm Water Drains. There is provision for Closed Car Parking. Own a home in Cozy Essence Elite today!.Cozy Essence Elite is a RERA registered project with ID P02200003548.Bhadurpalle is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/c96971089cafffe544fc2ccc74194157/v0/_p/cozy_essence_elite-kompally-hyderabad-cozy_essence_builders.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/c96971089cafffe544fc2ccc74194157/v0/large/cozy_essence_elite-kompally-hyderabad-cozy_essence_builders.jpeg', 'https://is1-3.housingcdn.com/012c1500/5edc773ca6795c0dba2379a7999f6c67/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/67755860b668e7c558b0e629fc947911/v0/_p.jpeg']",0.99 Acres
96,Vasavi Nandanam,"Suchitra Circle, North Hyderabad, Hyderabad","2, 3 BHK Apartments","Dec, 2025",5.00 K/sq.ft,1235.00 sq.ft. - 2010.00 sq.ft.,5 Buildings - 420 units,"Nov, 2021","Our latest endeavor to provide you with a home that matches your personality is Nandanam . Equipped with unparalleled amenities and offering you gorgeous vistas at every step, these homes are closely integrated with nature . A home at Nandanam amidst a nature-filled ambience enables you to enjoy your life to the fullest.As you move into Nandanam, you get to be a part of the large and diverse community and experience a whole new world. These spaces are designed with soothing and energizing themes and offers you an opportunity to rediscover yourself and reconnect with nature from the comfort of your home.","['https://is1-3.housingcdn.com/4f2250e8/6397317ade1a65947b8032e2dd556fc3/v0/_p/vasavi_nandanam-suchitra-hyderabad-vasavi_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/6397317ade1a65947b8032e2dd556fc3/v0/large/vasavi_nandanam-suchitra-hyderabad-vasavi_group.jpeg', 'https://img.youtube.com/vi/t_M3oLLp09Y/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/9ab57dc238f77846a73865361000c036/v0/_p.jpeg']",4.45 Acres
